plantID,survey_date,block,row,col,pop,mf,rep,height_cm,herbivory
D13A,2023-01-27,D1,3,A,WL2,4,11,1.3,NA
D14B,2023-01-27,D1,4,B,CC,5,12,3.7,NA
D15A,2023-01-27,D1,5,A,FR,3,6,4.1,NA
D15B,2023-01-27,D1,5,B,BH,5,24,3.9,NA
D16A,2023-01-27,D1,6,A,IH,6,12,3.5,NA
D16B,2023-01-27,D1,6,B,CC,3,10,2.3,NA
D17A,2023-01-27,D1,7,A,WL2,1,9,1.7,NA
D17B,2023-01-27,D1,7,B,CP2,8,4,0.5,Y
D18A,2023-01-27,D1,8,A,LV3,7,12,1.2,NA
D18B,2023-01-27,D1,8,B,BH,6,7,2.2,NA
D19A,2023-01-27,D1,9,A,SC,4,8,3.4,NA
D19B,2023-01-27,D1,9,B,LVTR1,2,5,1.2,NA
D110A,2023-01-27,D1,10,A,SQ3,4,4,0.3,NA
D110B,2023-01-27,D1,10,B,TM2,2,4,4.8,NA
D111A,2023-01-27,D1,11,A,WL1,4,10,2.1,NA
D111B,2023-01-27,D1,11,B,BH,7,4,3.7,Y
D112A,2023-01-27,D1,12,A,CC,7,4,4.1,NA
D112B,2023-01-27,D1,12,B,TM2,5,9,6.1,NA
D113A,2023-01-27,D1,13,A,CP2,5,8,1,NA
D113B,2023-01-27,D1,13,B,WL1,1,3,2.2,NA
D114A,2023-01-27,D1,14,A,WL1,3,6,2.7,NA
D114B,2023-01-27,D1,14,B,YO7,4,7,1,NA
D115A,2023-01-27,D1,15,A,IH,4,18,3,NA
D115B,2023-01-27,D1,15,B,WL1,2,14,2,NA
D116B,2023-01-27,D1,16,B,TM2,5,3,7,NA
D117A,2023-01-27,D1,17,A,DPR,6,4,4.1,NA
D117B,2023-01-27,D1,17,B,WL1,7,15,2.8,NA
D118A,2023-01-27,D1,18,A,SC,6,10,3.5,NA
D118B,2023-01-27,D1,18,B,IH,4,10,5.5,NA
D119A,2023-01-27,D1,19,A,SQ2,6,2,0.2,NA
D119B,2023-01-27,D1,19,B,BH,2,8,3.7,NA
D120A,2023-01-27,D1,20,A,BH,4,2,3.3,NA
D120B,2023-01-27,D1,20,B,WL2,5,6,2.5,NA
D121A,2023-01-27,D1,21,A,SQ2,5,3,0.7,NA
D121B,2023-01-27,D1,21,B,LV3,6,3,6.6,NA
D222B,2023-01-27,D2,22,B,SQ1,4,4,2.3,Y
D223B,2023-01-27,D2,23,B,CP2,10,3,2.3,NA
D224A,2023-01-27,D2,24,A,LVTR1,7,6,0.3,Y
D224B,2023-01-27,D2,24,B,IH,6,6,3.9,NA
D225A,2023-01-27,D2,25,A,DPR,2,7,8.5,Y
D225B,2023-01-27,D2,25,B,CP2,2,1,1,NA
D226A,2023-01-27,D2,26,A,TM2,1,2,3.3,NA
D226B,2023-01-27,D2,26,B,BH,5,15,2.7,NA
D227B,2023-01-27,D2,27,B,DPR,4,9,7,Y
D228B,2023-01-27,D2,28,B,CC,2,13,4.1,Y
D229A,2023-01-27,D2,29,A,IH,7,3,4.1,NA
D229B,2023-01-27,D2,29,B,YO11,7,2,1,NA
D230A,2023-01-27,D2,30,A,WL1,7,26,2.5,NA
D230B,2023-01-27,D2,30,B,BH,4,3,3,NA
D231B,2023-01-27,D2,31,B,TM2,4,11,5.5,NA
D232A,2023-01-27,D2,32,A,LV3,2,3,4,NA
D232B,2023-01-27,D2,32,B,IH,4,19,3.5,NA
D233B,2023-01-27,D2,33,B,BH,6,8,2.2,NA
D234A,2023-01-27,D2,34,A,LV3,1,7,1.7,NA
D234B,2023-01-27,D2,34,B,WL1,1,21,2.3,NA
D235A,2023-01-27,D2,35,A,CC,1,11,5.4,NA
D235B,2023-01-27,D2,35,B,BH,5,25,2.6,NA
D236B,2023-01-27,D2,36,B,WL1,2,15,2.1,NA
D237A,2023-01-27,D2,37,A,WL1,1,4,1.7,NA
D237B,2023-01-27,D2,37,B,TM2,6,5,9.5,Y
D238A,2023-01-27,D2,38,A,YO4,4,5,2,NA
D238B,2023-01-27,D2,38,B,WL1,4,1,2.8,NA
D239A,2023-01-27,D2,39,A,CC,5,7,3.6,Y
D239B,2023-01-27,D2,39,B,CC,4,5,5.1,Y
D240A,2023-01-27,D2,40,A,FR,6,5,4,NA
D240B,2023-01-27,D2,40,B,WR,3,7,4.1,NA
D241A,2023-01-27,D2,41,A,WL2,4,12,2.2,NA
D241B,2023-01-27,D2,41,B,IH,7,13,3,Y
D13C,2023-01-27,D1,3,C,LV3,1,6,1.2,NA
D13D,2023-01-27,D1,3,D,IH,2,13,2.9,NA
D14C,2023-01-27,D1,4,C,CC,4,9,0.9,NA
D14D,2023-01-27,D1,4,D,YO7,8,1,0.6,NA
D15C,2023-01-27,D1,5,C,WV,4,10,3.9,NA
D15D,2023-01-27,D1,5,D,FR,1,12,3.8,NA
D16C,2023-01-27,D1,6,C,BH,4,12,3.1,NA
D17C,2023-01-27,D1,7,C,WL1,1,20,2.8,NA
D17D,2023-01-27,D1,7,D,CP2,2,11,1.3,NA
D18C,2023-01-27,D1,8,C,WL1,2,10,2.4,NA
D18D,2023-01-27,D1,8,D,BH,7,17,1.6,NA
D19C,2023-01-27,D1,9,C,BH,1,8,2.1,NA
D110C,2023-01-27,D1,10,C,FR,6,6,2.1,Y
D110D,2023-01-27,D1,10,D,IH,7,2,1.6,NA
D111C,2023-01-27,D1,11,C,LV3,5,10,0.1,NA
D111D,2023-01-27,D1,11,D,SQ1,1,9,0.4,NA
D112C,2023-01-27,D1,12,C,WL1,1,13,1.1,NA
D113D,2023-01-27,D1,13,D,SQ1,7,13,1.2,NA
D114C,2023-01-27,D1,14,C,TM2,1,13,7.7,NA
D114D,2023-01-27,D1,14,D,WL1,6,4,3.4,NA
D117C,2023-01-27,D1,17,C,BH,5,14,3.2,NA
D117D,2023-01-27,D1,17,D,IH,7,12,3,NA
D118D,2023-01-27,D1,18,D,BH,3,5,2.3,NA
D119D,2023-01-27,D1,19,D,BH,5,9,1.4,NA
D120C,2023-01-27,D1,20,C,WL1,7,11,2.9,Y
D120D,2023-01-27,D1,20,D,YO8,3,12,0.4,NA
D121C,2023-01-27,D1,21,C,SC,5,10,0.7,NA
D222C,2023-01-27,D2,22,C,BH,7,18,1.4,NA
D222D,2023-01-27,D2,22,D,LV3,7,13,2.5,NA
D223C,2023-01-27,D2,23,C,SQ3,4,11,0.4,Y
D223D,2023-01-27,D2,23,D,SQ2,6,3,1,NA
D224C,2023-01-27,D2,24,C,IH,4,11,3.6,NA
D224D,2023-01-27,D2,24,D,LV3,4,12,1.8,Y
D225C,2023-01-27,D2,25,C,WL1,2,1,2.5,NA
D225D,2023-01-27,D2,25,D,FR,6,10,0.4,Y
D226C,2023-01-27,D2,26,C,WL1,4,11,3.9,NA
D226D,2023-01-27,D2,26,D,SC,5,11,3.9,Y
D227C,2023-01-27,D2,27,C,BH,7,5,3.1,NA
D227D,2023-01-27,D2,27,D,SC,4,10,2.3,NA
D228C,2023-01-27,D2,28,C,FR,2,9,4,NA
D228D,2023-01-27,D2,28,D,FR,1,6,3.3,NA
D229C,2023-01-27,D2,29,C,BH,4,13,3.3,Y
D229D,2023-01-27,D2,29,D,BH,2,9,2.9,NA
D230C,2023-01-27,D2,30,C,CP2,5,2,3.5,Y
D230D,2023-01-27,D2,30,D,BH,1,10,2.3,NA
D231C,2023-01-27,D2,31,C,SQ1,1,11,2.7,NA
D231D,2023-01-27,D2,31,D,LVTR1,6,5,0.9,NA
D232C,2023-01-27,D2,32,C,LV3,7,1,3.6,NA
D233C,2023-01-27,D2,33,C,CP3,12,1,3.2,NA
D234C,2023-01-27,D2,34,C,WL1,7,12,3.6,NA
D235C,2023-01-27,D2,35,C,SC,6,11,2.5,NA
D235D,2023-01-27,D2,35,D,BH,3,6,3.7,NA
D236C,2023-01-27,D2,36,C,IH,4,1,4,NA
D236D,2023-01-27,D2,36,D,WL1,6,5,1.1,Y
D237C,2023-01-27,D2,37,C,SQ1,7,4,0.3,NA
D237D,2023-01-27,D2,37,D,LV3,5,11,1.4,Y
D238D,2023-01-27,D2,38,D,SC,2,1,2.1,NA
D239C,2023-01-27,D2,39,C,WL1,7,16,1,NA
D239D,2023-01-27,D2,39,D,WL1,6,21,2.1,NA
D240C,2023-01-27,D2,40,C,TM2,2,1,3.6,NA
D240D,2023-01-27,D2,40,D,YO7,7,11,1.7,NA
D241C,2023-01-27,D2,41,C,WL1,7,2,1.4,NA
D241D,2023-01-27,D2,41,D,IH,2,9,4.3,NA
F13B,2023-01-27,F1,3,B,CP2,5,13,2.4,Y
F14A,2023-01-27,F1,4,A,SQ2,6,4,1.6,NA
F14B,2023-01-27,F1,4,B,SQ3,3,4,0.8,NA
F15B,2023-01-27,F1,5,B,LVTR1,6,12,2.2,NA
F16A,2023-01-27,F1,6,A,CP2,4,4,1.5,Y
F16B,2023-01-27,F1,6,B,WL2,4,1,2.8,Y
F17B,2023-01-27,F1,7,B,IH,4,20,6.1,NA
F18A,2023-01-27,F1,8,A,TM2,2,2,8.7,Y
F18B,2023-01-27,F1,8,B,SC,5,13,3.2,Y
F19A,2023-01-27,F1,9,A,DPR,2,5,6.5,NA
F110A,2023-01-27,F1,10,A,BH,7,19,2.9,NA
F111A,2023-01-27,F1,11,A,FR,5,9,3.9,NA
F111B,2023-01-27,F1,11,B,WL1,2,12,3.8,Y
F112A,2023-01-27,F1,12,A,CC,6,3,6.5,NA
F112B,2023-01-27,F1,12,B,TM2,1,3,7.3,NA
F113B,2023-01-27,F1,13,B,WL1,7,27,3.6,NA
F114A,2023-01-27,F1,14,A,IH,4,12,4.2,NA
F115A,2023-01-27,F1,15,A,BH,6,9,3.6,Y
F115B,2023-01-27,F1,15,B,SQ1,1,12,2.1,NA
F116A,2023-01-27,F1,16,A,WL1,2,2,4,NA
F116B,2023-01-27,F1,16,B,FR,2,4,3,NA
F117A,2023-01-27,F1,17,A,WL1,6,22,1.7,Y
F117B,2023-01-27,F1,17,B,BH,2,10,3.4,NA
F118A,2023-01-27,F1,18,A,WL1,5,8,3,NA
F118B,2023-01-27,F1,18,B,WL1,1,22,2.1,Y
F119A,2023-01-27,F1,19,A,WL2,5,11,3.4,Y
F120A,2023-01-27,F1,20,A,LV3,7,2,2,Y
F120B,2023-01-27,F1,20,B,CC,2,4,6,NA
F121B,2023-01-27,F1,21,B,LV3,5,12,2.6,NA
F222A,2023-01-27,F2,22,A,WL1,7,18,1,NA
F223A,2023-01-27,F2,23,A,WL1,2,3,2.5,NA
F224A,2023-01-27,F2,24,A,TM2,3,13,3.3,NA
F224B,2023-01-27,F2,24,B,LVTR1,5,13,1.4,NA
F225A,2023-01-27,F2,25,A,YO8,1,10,4.5,Y
F225B,2023-01-27,F2,25,B,WL1,6,7,4.7,Y
F226B,2023-01-27,F2,26,B,WR,1,11,3.5,NA
F227A,2023-01-27,F2,27,A,BH,7,7,3.4,NA
F227B,2023-01-27,F2,27,B,WL2,3,13,1.8,NA
F228B,2023-01-27,F2,28,B,WL1,6,23,3.8,Y
F229A,2023-01-27,F2,29,A,FR,8,1,2.2,Y
F229B,2023-01-27,F2,29,B,BH,4,5,4.8,NA
F230B,2023-01-27,F2,30,B,WL1,7,28,2.2,NA
F231A,2023-01-27,F2,31,A,CC,7,8,4.9,Y
F231B,2023-01-27,F2,31,B,SC,6,1,1.4,NA
F232A,2023-01-27,F2,32,A,DPR,6,2,2.5,NA
F232B,2023-01-27,F2,32,B,LV3,5,1,1.8,NA
F233A,2023-01-27,F2,33,A,IH,1,12,3.3,NA
F233B,2023-01-27,F2,33,B,WL1,4,3,2.5,NA
F234A,2023-01-27,F2,34,A,IH,4,13,5.3,NA
F234B,2023-01-27,F2,34,B,YO7,5,5,1.2,NA
F235A,2023-01-27,F2,35,A,LV3,7,3,3.3,NA
F235B,2023-01-27,F2,35,B,WL1,1,23,2,NA
F236A,2023-01-27,F2,36,A,FR,2,12,3.5,Y
F236B,2023-01-27,F2,36,B,CP2,3,5,3.4,Y
F237B,2023-01-27,F2,37,B,SQ1,7,14,2.8,NA
F238A,2023-01-27,F2,38,A,CP2,6,4,3.1,Y
F238B,2023-01-27,F2,38,B,SC,4,1,4.4,NA
F239A,2023-01-27,F2,39,A,TM2,3,2,2.2,NA
F239B,2023-01-27,F2,39,B,SC,5,1,5.5,NA
F240A,2023-01-27,F2,40,A,BH,3,8,3.6,NA
F240B,2023-01-27,F2,40,B,BH,5,12,6.5,Y
F241A,2023-01-27,F2,41,A,DPR,2,4,5.5,Y
F13C,2023-01-27,F1,3,C,BH,5,16,2.9,NA
F13D,2023-01-27,F1,3,D,SQ1,2,8,2.5,NA
F14C,2023-01-27,F1,4,C,TM2,5,7,10.4,NA
F14D,2023-01-27,F1,4,D,LV3,6,9,1.2,NA
F15C,2023-01-27,F1,5,C,BH,5,26,2.9,NA
F16C,2023-01-27,F1,6,C,DPR,6,9,2.5,NA
F17C,2023-01-27,F1,7,C,IH,1,10,1.9,NA
F17D,2023-01-27,F1,7,D,BH,7,6,3.5,NA
F18C,2023-01-27,F1,8,C,WL1,6,6,4,NA
F18D,2023-01-27,F1,8,D,WL1,2,16,2.6,NA
F19C,2023-01-27,F1,9,C,SC,2,13,1.1,NA
F19D,2023-01-27,F1,9,D,TM2,5,13,5.6,NA
F110C,2023-01-27,F1,10,C,YO7,3,1,2.4,NA
F110D,2023-01-27,F1,10,D,CP3,2,3,0.3,Y
F111C,2023-01-27,F1,11,C,WR,2,8,3,NA
F112C,2023-01-27,F1,12,C,SQ1,7,5,4.6,NA
F113C,2023-01-27,F1,13,C,BH,3,7,2.8,NA
F113D,2023-01-27,F1,13,D,FR,7,10,2.9,NA
F114C,2023-01-27,F1,14,C,YO11,3,3,1.9,NA
F115C,2023-01-27,F1,15,C,BH,4,4,3.4,NA
F116C,2023-01-27,F1,16,C,LV3,2,5,1.6,NA
F117D,2023-01-27,F1,17,D,CC,3,13,4.7,NA
F118D,2023-01-27,F1,18,D,SC,4,13,3.4,NA
F119C,2023-01-27,F1,19,C,WL1,7,3,1.8,NA
F120C,2023-01-27,F1,20,C,BH,5,11,5.1,NA
F120D,2023-01-27,F1,20,D,BH,5,1,2.9,NA
F121D,2023-01-27,F1,21,D,WL1,7,13,3.9,Y
F223C,2023-01-27,F2,23,C,IH,4,21,2.8,Y
F223D,2023-01-27,F2,23,D,WL1,4,13,1.7,NA
F224C,2023-01-27,F2,24,C,CC,1,6,3.4,Y
F225C,2023-01-27,F2,25,C,BH,7,20,2.4,NA
F225D,2023-01-27,F2,25,D,FR,1,10,4.5,Y
F226D,2023-01-27,F2,26,D,SQ1,7,6,2.2,Y
F227C,2023-01-27,F2,27,C,WL1,2,13,3,Y
F228C,2023-01-27,F2,28,C,LV3,1,9,1.8,NA
F228D,2023-01-27,F2,28,D,YO4,4,4,2.1,NA
F229C,2023-01-27,F2,29,C,SQ1,1,1,1.5,NA
F230C,2023-01-27,F2,30,C,IH,4,3,3.5,NA
F230D,2023-01-27,F2,30,D,WL1,1,6,4.9,NA
F231C,2023-01-27,F2,31,C,BH,6,10,3,Y
F232C,2023-01-27,F2,32,C,WL1,7,4,2.5,Y
F232D,2023-01-27,F2,32,D,WL1,2,17,1.6,Y
F233C,2023-01-27,F2,33,C,BH,5,17,3,NA
F233D,2023-01-27,F2,33,D,BH,2,11,3.6,NA
F234C,2023-01-27,F2,34,C,SQ2,6,6,0.4,NA
F234D,2023-01-27,F2,34,D,CC,3,12,5.6,NA
F235C,2023-01-27,F2,35,C,BH,5,27,3.2,Y
F235D,2023-01-27,F2,35,D,BH,2,1,3.7,NA
F236C,2023-01-27,F2,36,C,LV3,8,5,1.4,NA
F237C,2023-01-27,F2,37,C,LV3,3,2,1.9,NA
F237D,2023-01-27,F2,37,D,LV3,5,13,1.9,Y
F238C,2023-01-27,F2,38,C,SQ2,5,5,1.6,Y
F238D,2023-01-27,F2,38,D,SQ3,3,2,1.6,NA
F239C,2023-01-27,F2,39,C,CP2,4,6,1.8,Y
F240C,2023-01-27,F2,40,C,DPR,7,4,5.4,NA
F240D,2023-01-27,F2,40,D,TM2,1,4,10.6,Y
F241C,2023-01-27,F2,41,C,FR,5,13,1.6,Y
F241D,2023-01-27,F2,41,D,CP2,9,3,2.6,Y
H14A,2023-01-27,H1,4,A,YO7,2,9,1.1,Y
H14B,2023-01-27,H1,4,B,BH,2,12,4.5,Y
H15A,2023-01-27,H1,5,A,SQ1,7,15,1.6,NA
H15B,2023-01-27,H1,5,B,SC,4,2,4.7,NA
H16A,2023-01-27,H1,6,A,WL1,6,24,5.1,NA
H16B,2023-01-27,H1,6,B,LV3,5,2,2.8,NA
H17A,2023-01-27,H1,7,A,WR,2,7,4.6,NA
H17B,2023-01-27,H1,7,B,SQ1,1,2,2.5,NA
H18A,2023-01-27,H1,8,A,LV3,4,2,3,NA
H18B,2023-01-27,H1,8,B,BH,3,9,3.2,Y
H19A,2023-01-27,H1,9,A,WL1,6,8,3.1,Y
H19B,2023-01-27,H1,9,B,LV3,7,5,1.1,NA
H110A,2023-01-27,H1,10,A,WL2,4,4,1.6,NA
H110B,2023-01-27,H1,10,B,WL1,1,24,2.3,Y
H111A,2023-01-27,H1,11,A,WL1,2,4,4.4,NA
H111B,2023-01-27,H1,11,B,CC,7,2,6.8,NA
H112A,2023-01-27,H1,12,A,YO8,3,5,3.2,Y
H112B,2023-01-27,H1,12,B,FR,2,8,5.2,Y
H113A,2023-01-27,H1,13,A,LVTR1,3,10,2.5,NA
H113B,2023-01-27,H1,13,B,CP2,3,3,3.5,NA
H114A,2023-01-27,H1,14,A,BH,5,3,6.9,Y
H114B,2023-01-27,H1,14,B,WL1,5,11,3.4,Y
H115A,2023-01-27,H1,15,A,CP2,8,1,1,Y
H115B,2023-01-27,H1,15,B,CC,3,3,5.5,NA
H116A,2023-01-27,H1,16,A,CC,4,10,6.3,Y
H116B,2023-01-27,H1,16,B,CC,6,6,4.4,NA
H117A,2023-01-27,H1,17,A,BH,4,6,2.3,Y
H117B,2023-01-27,H1,17,B,DPR,5,2,6.4,NA
H118A,2023-01-27,H1,18,A,FR,1,11,5.2,Y
H118B,2023-01-27,H1,18,B,BH,5,18,3.5,NA
H119A,2023-01-27,H1,19,A,TM2,5,1,5.5,NA
H119B,2023-01-27,H1,19,B,SQ1,7,7,3.2,NA
H120A,2023-01-27,H1,20,A,FR,6,3,4,NA
H120B,2023-01-27,H1,20,B,IH,1,9,4.9,NA
H221A,2023-01-27,H2,21,A,CC,3,5,4.8,Y
H222A,2023-01-27,H2,22,A,SQ2,8,3,1.5,Y
H223A,2023-01-27,H2,23,A,YO7,2,3,2.1,NA
H223B,2023-01-27,H2,23,B,WL1,1,15,2.5,NA
H224A,2023-01-27,H2,24,A,WR,1,1,2,Y
H224B,2023-01-27,H2,24,B,BH,5,29,4.5,Y
H225A,2023-01-27,H2,25,A,IH,4,5,4,NA
H225B,2023-01-27,H2,25,B,WL1,7,20,2.8,NA
H226A,2023-01-27,H2,26,A,DPR,4,13,3.5,Y
H226B,2023-01-27,H2,26,B,LV3,1,14,2.4,NA
H227A,2023-01-27,H2,27,A,BH,5,4,4.5,NA
H227B,2023-01-27,H2,27,B,SQ1,4,2,1.7,NA
H228A,2023-01-27,H2,28,A,WL1,1,8,2.2,Y
H228B,2023-01-27,H2,28,B,SC,5,4,4.5,Y
H229A,2023-01-27,H2,29,A,IH,7,14,4.5,NA
H229B,2023-01-27,H2,29,B,BH,5,19,3.2,NA
H230B,2023-01-27,H2,30,B,WL1,1,25,3,NA
H231A,2023-01-27,H2,31,A,SQ1,7,8,1.8,NA
H231B,2023-01-27,H2,31,B,YO8,3,6,1,NA
H232B,2023-01-27,H2,32,B,SQ2,1,13,1.3,Y
H233A,2023-01-27,H2,33,A,BH,3,10,2.5,NA
H233B,2023-01-27,H2,33,B,BH,4,7,2.9,Y
H234A,2023-01-27,H2,34,A,SC,4,3,3.5,Y
H234B,2023-01-27,H2,34,B,CC,4,7,3.4,Y
H235A,2023-01-27,H2,35,A,TM2,5,5,7,Y
H236B,2023-01-27,H2,36,B,TM2,3,1,5.1,Y
H237A,2023-01-27,H2,37,A,LV3,6,4,2.2,Y
H237B,2023-01-27,H2,37,B,FR,6,7,4.5,Y
H238A,2023-01-27,H2,38,A,CP3,5,9,1.2,NA
H238B,2023-01-27,H2,38,B,FR,3,5,3.3,Y
H239A,2023-01-27,H2,39,A,BH,7,9,3,Y
H239B,2023-01-27,H2,39,B,BH,6,2,3.5,Y
H13C,2023-01-27,H1,3,C,WL1,1,14,2.1,NA
H13D,2023-01-27,H1,3,D,IH,4,4,2.2,NA
H14C,2023-01-27,H1,4,C,SC,6,2,3.1,NA
H14D,2023-01-27,H1,4,D,WL2,3,7,0.7,NA
H15C,2023-01-27,H1,5,C,BH,5,28,4.6,NA
H15D,2023-01-27,H1,5,D,SQ2,6,7,0.5,Y
H16C,2023-01-27,H1,6,C,TM2,1,5,9.1,Y
H16D,2023-01-27,H1,6,D,LV3,4,1,1.5,NA
H17C,2023-01-27,H1,7,C,DPR,2,10,7.8,NA
H18C,2023-01-27,H1,8,C,SQ1,6,7,1.2,Y
H18D,2023-01-27,H1,8,D,YO11,5,13,2.6,Y
H19D,2023-01-27,H1,9,D,CC,2,2,4.8,NA
H110C,2023-01-27,H1,10,C,BH,6,11,4.1,NA
H110D,2023-01-27,H1,10,D,WL1,7,5,3.5,NA
H111C,2023-01-27,H1,11,C,WL1,1,7,1.8,NA
H111D,2023-01-27,H1,11,D,WL1,4,4,4.1,NA
H112C,2023-01-27,H1,12,C,SQ1,2,5,2,NA
H112D,2023-01-27,H1,12,D,SQ3,7,7,2.1,NA
H113D,2023-01-27,H1,13,D,YO7,8,2,2.2,NA
H114C,2023-01-27,H1,14,C,LV3,8,2,2.4,Y
H114D,2023-01-27,H1,14,D,SC,5,3,2.1,NA
H115C,2023-01-27,H1,15,C,CP2,3,10,1.4,NA
H115D,2023-01-27,H1,15,D,BH,5,13,4.1,Y
H116C,2023-01-27,H1,16,C,CP2,10,2,2.1,NA
H116D,2023-01-27,H1,16,D,IH,7,6,3.4,NA
H117C,2023-01-27,H1,17,C,BH,2,2,3.5,NA
H117D,2023-01-27,H1,17,D,TM2,2,13,6.4,NA
H118C,2023-01-27,H1,18,C,LV3,1,10,2.2,NA
H118D,2023-01-27,H1,18,D,WL1,7,19,3.5,NA
H119C,2023-01-27,H1,19,C,BH,7,21,4.5,Y
H119D,2023-01-27,H1,19,D,LV1,4,5,1.2,NA
H221D,2023-01-27,H2,21,D,WL1,6,25,2.1,Y
H222D,2023-01-27,H2,22,D,BH,2,3,2.8,Y
H223C,2023-01-27,H2,23,C,BH,7,22,2.8,Y
H223D,2023-01-27,H2,23,D,WL1,6,9,3.8,NA
H224C,2023-01-27,H2,24,C,LV3,8,6,2.2,NA
H225C,2023-01-27,H2,25,C,DPR,2,6,7.5,Y
H226C,2023-01-27,H2,26,C,WL1,4,5,4.5,Y
H226D,2023-01-27,H2,26,D,SQ2,6,8,0.5,NA
H227C,2023-01-27,H2,27,C,LV3,1,11,1,NA
H227D,2023-01-27,H2,27,D,BH,6,12,2.8,Y
H228C,2023-01-27,H2,28,C,WL1,3,1,2.9,Y
H228D,2023-01-27,H2,28,D,SQ1,1,3,1.9,Y
H229C,2023-01-27,H2,29,C,FR,1,13,6.1,Y
H229D,2023-01-27,H2,29,D,LV3,7,6,2.4,NA
H230C,2023-01-27,H2,30,C,WL2,1,8,2.5,NA
H230D,2023-01-27,H2,30,D,TM2,1,6,9.1,NA
H231C,2023-01-27,H2,31,C,CP2,6,10,2.2,NA
H231D,2023-01-27,H2,31,D,YO11,7,1,2.7,Y
H232C,2023-01-27,H2,32,C,SC,6,3,3.4,Y
H232D,2023-01-27,H2,32,D,CP2,3,4,1.2,NA
H233C,2023-01-27,H2,33,C,LVTR1,3,12,2.5,NA
H233D,2023-01-27,H2,33,D,FR,6,4,4,Y
H234C,2023-01-27,H2,34,C,CP2,3,6,3.5,Y
H234D,2023-01-27,H2,34,D,LV3,5,3,2.5,NA
H235C,2023-01-27,H2,35,C,BH,2,13,2.5,NA
H235D,2023-01-27,H2,35,D,SQ1,7,16,2,NA
H236C,2023-01-27,H2,36,C,CC,2,1,5.6,NA
H236D,2023-01-27,H2,36,D,WL2,5,3,0.8,NA
H237C,2023-01-27,H2,37,C,CP2,9,1,2.5,NA
H237D,2023-01-27,H2,37,D,IH,7,7,2.5,NA
H238C,2023-01-27,H2,38,C,WL1,7,6,2.2,NA
H238D,2023-01-27,H2,38,D,SQ3,6,10,1.5,Y
H239D,2023-01-27,H2,39,D,SC,2,11,3.6,Y
J13C,2023-01-27,J1,3,C,SQ3,6,12,0.1,NA
J13D,2023-01-27,J1,3,D,CP2,1,6,0.3,NA
J14C,2023-01-27,J1,4,C,IH,7,8,3,NA
J15C,2023-01-27,J1,5,C,YO7,5,1,0.9,NA
J16C,2023-01-27,J1,6,C,IH,5,10,1.9,NA
J16D,2023-01-27,J1,6,D,WL1,7,21,1.3,NA
J17C,2023-01-27,J1,7,C,LV3,5,5,2.2,Y
J18D,2023-01-27,J1,8,D,CP2,8,3,0.2,Y
J19C,2023-01-27,J1,9,C,BH,5,30,4.4,Y
J19D,2023-01-27,J1,9,D,CC,2,6,3.8,NA
J110C,2023-01-27,J1,10,C,BH,3,1,1.7,Y
J111C,2023-01-27,J1,11,C,YO8,7,4,25,NA
J111D,2023-01-27,J1,11,D,CP2,7,12,0.7,Y
J112C,2023-01-27,J1,12,C,BH,7,23,2,NA
J112D,2023-01-27,J1,12,D,SQ2,7,7,1.8,NA
J113C,2023-01-27,J1,13,C,TM2,6,7,4.1,NA
J114C,2023-01-27,J1,14,C,WL1,6,10,2.2,NA
J114D,2023-01-27,J1,14,D,BH,4,8,3.3,NA
J115C,2023-01-27,J1,15,C,WL1,1,9,2.3,NA
J115D,2023-01-27,J1,15,D,CP3,2,7,1.4,Y
J116C,2023-01-27,J1,16,C,CC,6,4,5.6,NA
J116D,2023-01-27,J1,16,D,BH,5,5,2.7,Y
J117C,2023-01-27,J1,17,C,WL2,4,6,2.1,NA
J118C,2023-01-27,J1,18,C,SC,2,2,2.9,NA
J118D,2023-01-27,J1,18,D,LV3,7,8,2.4,NA
J119C,2023-01-27,J1,19,C,BH,5,20,4.3,NA
J120C,2023-01-27,J1,20,C,CP2,3,12,1.2,NA
J120D,2023-01-27,J1,20,D,WL1,2,6,1.5,NA
J121D,2023-01-27,J1,21,D,DPR,4,8,3.9,NA
J223C,2023-01-27,J2,23,C,YO4,4,3,2.1,NA
J223D,2023-01-27,J2,23,D,BH,4,9,4.3,Y
J224C,2023-01-27,J2,24,C,SQ2,6,11,0.4,NA
J225C,2023-01-27,J2,25,C,WL2,5,4,2.5,NA
J225D,2023-01-27,J2,25,D,BH,2,5,1.9,NA
J226C,2023-01-27,J2,26,C,YO8,7,6,3.5,NA
J227C,2023-01-27,J2,27,C,YO7,6,10,0.3,NA
J227D,2023-01-27,J2,27,D,IH,7,9,2.6,Y
J228D,2023-01-27,J2,28,D,WL1,6,17,3.4,Y
J229C,2023-01-27,J2,29,C,YO11,2,2,3.5,NA
J230C,2023-01-27,J2,30,C,BH,4,14,4.4,NA
J231C,2023-01-27,J2,31,C,BH,5,6,6.1,NA
J231D,2023-01-27,J2,31,D,BH,7,14,2.7,Y
J232D,2023-01-27,J2,32,D,BH,3,12,3.5,NA
J233D,2023-01-27,J2,33,D,LV3,6,5,1.8,NA
J234C,2023-01-27,J2,34,C,LV3,1,3,1.2,NA
J235C,2023-01-27,J2,35,C,BH,7,11,1.5,NA
J235D,2023-01-27,J2,35,D,SC,5,7,1.8,Y
J236C,2023-01-27,J2,36,C,CC,5,5,4.2,NA
